name,dogFriendly,groceryStores,neighborsFriendly,parkingEasy,yard,communityEvents,sidewalks,walkNight,fiveYears,kidsOutside,car,restaurants,streets,holiday,quiet,wildlife
neighborhood8407,0.20,0.84,0.89,0.01,0.10,0.17,0.65,0.84,0.24,0.86,0.59,0.75,0.90,0.35,0.68,0.15
neighborhood8408,0.46,0.40,0.06,0.07,0.36,0.36,0.43,0.39,0.79,0.00,0.21,0.88,0.34,0.06,0.80,0.48
neighborhood8409,0.18,0.93,0.21,0.09,0.62,0.06,0.23,0.28,0.94,0.14,0.02,0.25,0.18,0.91,0.35,0.29
neighborhood8410,0.27,0.91,1.00,0.84,0.50,0.88,0.77,0.39,0.52,0.67,0.42,0.28,0.35,0.58,0.66,0.81
neighborhood8411,0.32,0.97,0.32,0.86,0.21,0.69,0.41,0.96,0.99,0.34,0.51,0.48,0.95,0.55,0.75,0.90
neighborhood8412,0.01,0.41,0.30,0.21,0.28,0.46,0.28,0.01,0.22,0.63,0.06,0.98,0.95,0.88,0.35,0.29
neighborhood8413,0.39,0.54,0.75,0.12,0.16,0.57,0.84,0.70,0.60,0.38,0.63,0.72,0.78,0.84,0.84,0.97
neighborhood8414,0.25,0.95,0.88,0.87,0.99,0.35,0.01,0.45,0.71,0.79,0.13,0.42,0.33,0.09,0.13,0.38
neighborhood8415,0.90,0.42,0.17,0.51,0.08,0.92,0.84,0.16,0.14,0.58,0.87,0.40,0.41,0.56,0.45,0.95
neighborhood8416,0.12,0.76,0.58,0.63,0.48,0.29,0.44,0.06,0.21,0.07,0.58,0.98,0.74,0.76,0.69,0.59
neighborhood8417,0.63,0.15,0.40,0.46,0.71,0.10,0.14,0.13,0.88,0.05,0.77,0.09,0.29,0.18,0.24,0.47
neighborhood8418,0.90,0.65,0.55,0.08,0.89,0.04,0.37,0.76,0.17,0.80,0.04,0.75,0.47,0.78,0.25,0.63
neighborhood8419,0.70,0.85,0.66,0.18,0.09,0.54,0.99,0.32,0.51,0.23,0.36,0.06,0.87,0.09,0.17,0.43
neighborhood8420,0.55,0.93,0.31,0.81,0.88,0.91,0.72,0.24,0.82,0.28,0.01,0.43,0.67,0.72,0.02,0.75
neighborhood8421,0.13,0.36,0.88,0.64,0.06,0.29,0.21,0.25,0.49,0.27,0.46,0.52,0.93,0.10,0.52,0.16
neighborhood8422,0.56,0.52,0.35,0.68,0.78,0.06,0.80,0.89,0.86,0.70,0.49,0.60,0.70,0.27,0.08,0.95
neighborhood8423,0.38,0.59,0.43,0.39,0.74,0.83,0.60,0.14,0.08,0.93,0.78,0.93,0.60,0.11,0.62,0.49
neighborhood8424,0.89,0.72,0.32,0.46,0.58,0.29,0.29,0.69,0.27,0.58,0.91,0.61,0.64,0.08,0.34,0.60
neighborhood8425,0.66,0.44,0.64,0.01,0.33,0.02,0.95,0.54,0.36,0.22,0.85,0.52,0.64,0.57,0.33,0.75
neighborhood8426,0.36,0.22,0.73,0.73,0.76,0.50,0.18,0.99,0.71,0.81,0.27,0.28,0.56,0.20,0.10,0.43
neighborhood8427,0.74,0.55,0.38,0.08,0.71,0.65,0.02,0.57,0.95,0.40,0.13,0.00,0.58,0.42,0.12,0.65
neighborhood8428,0.89,0.09,0.00,0.31,0.56,0.99,0.86,0.07,0.40,0.99,0.95,0.24,0.30,0.70,0.71,0.24
neighborhood8429,0.85,0.28,0.60,0.83,0.80,0.56,0.48,0.03,0.73,0.11,0.47,0.27,0.12,0.92,0.04,0.13
neighborhood8430,1.00,0.59,0.38,0.28,0.89,0.39,0.32,0.30,0.19,0.54,0.60,0.96,0.82,0.63,0.97,0.76
neighborhood8431,0.65,0.74,0.86,0.22,0.69,0.70,0.55,0.79,1.00,0.95,0.97,0.74,0.97,0.91,0.62,0.44
neighborhood8432,0.73,0.21,0.71,0.73,0.80,0.41,0.75,0.14,0.17,0.35,0.37,0.44,0.88,0.03,0.75,0.83
neighborhood8433,0.98,0.40,0.55,0.52,0.53,0.61,0.92,0.74,0.94,0.82,0.65,0.20,0.20,0.52,0.60,0.61
neighborhood8434,0.18,0.78,0.85,0.76,0.33,0.60,0.19,0.91,0.95,0.27,0.82,0.66,0.17,0.93,0.93,0.66
neighborhood8435,0.90,0.65,0.93,0.43,0.25,0.52,0.78,0.44,0.10,0.71,0.56,0.57,0.65,0.06,0.62,0.14
neighborhood8436,0.21,0.63,0.39,0.21,0.65,0.04,0.32,0.09,0.05,0.74,0.32,0.23,0.36,0.56,0.77,0.27
neighborhood8437,0.77,0.63,0.06,0.71,0.38,0.68,0.46,0.10,0.32,0.58,0.44,0.61,0.30,0.91,0.77,0.19
neighborhood8438,0.45,0.43,0.75,0.35,0.48,0.95,0.65,0.19,0.10,0.12,0.87,0.99,0.20,0.26,0.10,0.78
neighborhood8439,0.20,0.79,0.31,0.32,0.26,0.76,0.80,0.33,0.48,0.85,0.09,0.26,0.16,0.22,0.01,0.55
neighborhood8440,0.21,0.65,0.05,0.23,0.96,0.21,0.16,0.98,0.13,0.94,0.54,0.82,0.44,0.75,0.66,0.12
neighborhood8441,0.46,0.50,0.21,0.08,0.51,0.21,0.39,0.14,0.15,1.00,0.41,0.18,0.30,0.68,0.25,0.67
neighborhood8442,0.45,0.67,0.06,0.93,0.61,0.21,0.56,0.07,0.12,0.80,0.87,0.88,0.85,0.66,0.98,0.99
neighborhood8443,0.18,0.04,0.40,0.28,0.83,0.94,0.84,0.36,0.19,0.44,0.54,0.76,0.25,0.84,0.14,0.81
neighborhood8444,0.07,0.12,0.38,0.44,1.00,0.35,0.12,0.17,0.52,0.85,1.00,0.59,0.03,0.85,0.76,0.69
neighborhood8445,0.80,0.31,0.81,0.76,0.72,0.20,0.65,0.41,0.48,0.62,0.08,0.72,0.78,0.55,0.52,0.87
neighborhood8446,0.63,0.84,0.11,0.09,0.47,0.38,0.60,0.75,0.70,0.98,0.91,0.72,0.59,0.29,0.31,0.06
neighborhood8447,0.06,0.01,0.14,0.62,0.94,0.44,0.13,0.14,0.49,0.75,0.53,0.94,0.32,0.88,0.66,0.98
neighborhood8448,0.25,0.33,0.55,0.23,0.03,0.55,0.80,0.30,1.00,0.15,0.79,0.62,0.23,0.82,0.04,0.51
neighborhood8449,0.79,0.62,0.44,0.28,0.64,0.08,0.79,0.45,0.98,0.20,0.09,0.92,0.56,0.07,0.68,0.68
neighborhood8450,0.19,0.28,0.40,0.77,0.24,0.01,0.24,0.81,0.01,0.68,0.26,0.16,0.17,0.82,0.41,0.56
neighborhood8451,0.08,0.60,0.54,0.01,0.36,0.09,0.91,0.24,0.19,0.07,0.95,0.93,0.49,0.24,0.48,0.26
neighborhood8452,0.53,0.79,0.73,0.67,0.57,1.00,0.52,0.87,0.30,0.59,0.72,0.22,0.84,0.14,0.35,0.72
neighborhood8453,0.03,0.60,0.17,0.92,0.97,0.39,0.87,0.44,0.63,0.98,0.84,0.52,0.15,0.32,0.63,0.33
neighborhood8454,0.68,0.35,0.39,0.29,0.55,0.89,0.82,0.72,0.84,0.26,0.58,0.63,0.63,0.57,0.47,0.13
neighborhood8455,0.49,0.61,0.11,0.27,0.49,0.93,0.01,0.39,0.02,0.63,0.84,0.07,0.67,0.02,0.10,0.49
neighborhood8456,0.48,0.36,0.16,0.25,0.06,0.93,0.42,0.27,0.92,0.25,0.90,0.02,0.16,0.06,0.79,0.42
neighborhood8457,0.24,0.60,0.36,0.66,0.55,0.21,0.90,0.97,0.35,0.73,0.38,0.89,0.49,0.90,0.21,0.75
neighborhood8458,0.51,0.62,0.02,0.38,0.06,0.54,0.88,0.82,0.81,0.47,0.70,0.49,0.69,1.00,0.16,0.69
neighborhood8459,0.99,0.01,0.45,0.71,0.26,0.12,0.87,0.70,0.74,0.25,0.70,0.70,0.46,0.37,0.14,0.45
neighborhood8460,0.51,0.33,0.74,0.86,0.32,0.57,0.28,0.18,0.15,0.25,0.32,0.68,0.28,0.26,0.43,0.42
neighborhood8461,0.26,0.59,0.09,0.67,0.44,0.34,0.13,0.60,0.41,0.38,0.13,0.62,0.56,0.57,0.22,0.03
neighborhood8462,0.36,0.35,0.03,0.64,0.61,0.23,0.56,0.62,0.42,0.24,0.98,0.31,0.91,0.77,0.24,0.33
neighborhood8463,0.34,0.22,0.17,0.47,0.21,0.92,0.83,0.13,0.38,0.71,0.03,0.21,0.51,0.06,0.83,0.32
neighborhood8464,0.20,0.66,0.88,0.69,0.46,0.78,0.91,0.44,0.47,0.99,0.82,0.38,0.10,0.51,0.27,0.98
neighborhood8465,0.06,0.68,0.60,0.39,0.66,0.08,0.30,0.69,0.93,0.01,0.81,0.61,0.81,0.34,0.17,0.11
neighborhood8466,0.05,0.78,0.76,0.96,0.06,0.41,0.82,0.06,0.21,0.88,0.32,0.26,0.33,0.40,0.47,0.94
neighborhood8467,0.84,0.46,0.29,0.54,0.23,0.11,0.07,0.95,0.56,0.31,0.11,0.09,0.15,0.35,0.57,0.34
neighborhood8468,0.04,0.26,0.92,0.36,0.36,0.12,0.35,0.10,0.67,0.81,0.64,0.13,0.13,0.33,0.93,0.75
neighborhood8469,0.18,0.88,0.30,0.53,0.25,0.37,0.27,0.72,0.96,0.67,0.12,0.80,0.44,0.68,0.39,0.74
neighborhood8470,0.64,0.86,0.92,0.89,0.20,0.16,0.61,0.74,0.13,0.14,0.50,0.98,0.39,0.23,0.14,0.56
neighborhood8471,0.18,0.72,0.23,0.29,0.36,0.78,0.18,0.11,0.49,0.23,0.22,0.33,0.97,0.92,0.55,0.90
neighborhood8472,0.71,0.06,0.43,0.53,0.41,0.67,0.41,0.36,0.93,0.03,0.13,0.29,0.52,0.72,0.62,0.16
neighborhood8473,0.49,0.65,0.31,0.75,0.15,0.12,0.09,0.92,0.92,0.43,0.35,0.33,0.99,0.27,0.92,0.11
neighborhood8474,0.17,0.84,0.69,0.58,0.62,0.54,0.05,0.40,0.25,0.27,0.17,0.62,0.03,0.37,0.29,0.39
neighborhood8475,0.86,0.87,0.02,0.03,0.54,0.35,0.25,0.33,0.70,0.29,0.23,0.02,0.21,0.22,0.35,0.92
neighborhood8476,0.12,0.77,0.49,0.76,0.21,0.80,0.52,0.14,0.51,0.38,0.36,0.83,0.38,0.68,0.27,0.37
neighborhood8477,0.96,0.35,0.73,0.59,0.03,0.36,0.60,0.17,0.37,0.13,0.44,0.74,0.68,0.33,0.07,0.02
neighborhood8478,0.56,0.35,0.43,0.44,0.78,0.20,0.73,0.63,0.72,0.58,0.70,0.45,0.17,0.11,0.87,0.75
neighborhood8479,0.28,0.32,0.90,0.79,0.40,0.78,0.87,0.39,0.44,0.27,0.59,0.34,0.62,0.41,0.43,0.32
neighborhood8480,0.58,0.54,0.35,0.17,0.18,0.35,0.29,0.02,0.39,0.98,0.63,0.90,0.97,0.46,0.30,0.24
neighborhood8481,0.55,0.95,0.86,0.99,0.94,0.96,0.06,0.54,0.16,0.12,0.91,0.67,0.41,0.12,0.22,0.19
neighborhood8482,0.18,0.17,0.52,0.71,0.53,0.88,0.13,0.25,0.65,0.11,0.85,0.04,0.20,0.60,0.79,0.98
neighborhood8483,0.46,0.52,0.42,0.17,0.94,0.05,0.14,0.75,0.81,0.18,0.36,0.82,0.52,0.50,0.87,0.70
neighborhood8484,0.69,0.17,0.91,0.78,0.70,0.50,0.42,0.37,0.42,0.85,0.44,0.61,0.40,0.09,0.90,0.17
neighborhood8485,0.62,0.76,0.85,0.31,0.35,0.60,0.52,0.71,0.19,0.67,0.99,0.41,0.27,0.53,0.07,0.80
neighborhood8486,0.55,0.52,0.04,0.16,0.57,0.92,0.03,0.72,0.52,0.28,0.54,0.67,0.95,0.36,0.07,0.31
neighborhood8487,0.39,0.21,0.41,0.32,0.52,0.82,0.85,0.89,0.39,0.31,0.95,0.85,0.50,0.12,0.23,0.67
neighborhood8488,0.15,0.54,0.86,0.29,0.56,0.72,0.27,0.13,0.50,0.42,0.75,0.09,0.21,0.93,0.53,0.29
neighborhood8489,0.29,0.26,0.93,0.16,0.89,0.65,0.23,0.65,0.65,0.56,0.81,0.88,0.93,0.53,0.48,0.45
neighborhood8490,0.83,0.89,0.50,0.16,0.86,0.55,0.54,0.29,0.66,0.15,0.74,0.47,0.03,0.78,0.43,0.61
neighborhood8491,0.24,0.27,0.18,0.75,0.24,0.55,0.92,0.83,0.74,0.37,0.55,0.53,0.80,0.52,0.25,0.63
neighborhood8492,0.29,0.55,0.90,0.37,0.71,0.94,0.19,0.06,0.77,0.13,0.03,0.47,0.28,0.73,0.55,0.48
neighborhood8493,0.72,0.03,0.63,0.35,0.49,0.48,0.84,0.63,0.96,0.18,0.04,0.24,0.78,0.32,0.59,0.61
neighborhood8494,0.62,0.31,0.54,0.52,0.77,0.02,0.69,0.61,0.83,0.31,0.78,0.24,0.69,0.39,0.13,0.33
neighborhood8495,0.78,0.44,0.73,0.73,0.82,0.76,0.61,0.28,0.11,0.42,0.42,0.35,0.07,0.53,0.89,0.30
neighborhood8496,0.68,0.80,0.27,0.90,0.02,0.83,0.46,0.65,0.70,0.58,0.29,0.11,0.63,0.44,0.96,0.70
neighborhood8497,0.13,0.95,1.00,0.50,0.50,0.21,0.04,0.18,0.04,0.64,0.15,0.76,0.14,0.87,0.47,0.05
neighborhood8498,0.19,0.55,0.81,0.28,0.74,0.38,0.10,0.81,0.04,0.69,0.37,0.99,0.75,0.97,0.24,0.76
neighborhood8499,0.93,0.33,0.82,0.58,0.46,0.63,0.46,0.58,0.16,0.08,0.59,0.35,0.44,1.00,0.59,0.24
neighborhood8500,0.97,0.93,0.76,0.80,0.54,0.33,0.04,0.86,0.17,0.08,0.30,0.29,0.25,0.27,0.90,0.60
neighborhood8501,0.79,0.94,0.49,0.45,0.74,0.67,0.53,0.17,0.60,0.85,0.42,0.58,0.02,0.78,0.92,0.70
neighborhood8502,0.84,0.93,0.26,0.14,0.83,0.92,0.26,0.91,0.24,0.38,0.28,0.57,0.09,0.89,0.58,0.59
neighborhood8503,0.94,0.41,0.18,0.16,0.92,0.36,0.24,0.78,0.13,0.17,0.65,0.63,0.38,0.44,0.95,0.07
neighborhood8504,0.79,0.07,0.46,0.95,0.08,0.80,0.38,0.08,0.00,0.76,0.15,0.12,0.19,0.59,0.65,0.71
neighborhood8505,0.36,0.81,0.78,0.02,0.04,0.26,0.96,0.83,0.95,0.74,0.76,0.03,0.65,0.13,0.54,0.31
neighborhood8506,0.51,0.55,0.90,0.43,0.74,0.13,0.43,0.08,0.94,0.77,0.81,0.42,0.85,0.09,0.43,0.89
neighborhood8507,0.50,0.89,0.56,0.51,0.46,0.71,0.00,0.13,0.36,0.02,0.78,0.81,0.24,0.73,0.73,0.08
neighborhood8508,0.22,0.48,0.14,0.15,0.48,0.39,0.36,0.06,0.32,0.50,0.47,0.41,0.58,0.73,0.40,0.36
neighborhood8509,0.88,0.56,0.42,0.78,0.80,0.42,0.24,0.67,0.74,0.84,0.44,0.21,0.89,0.94,0.69,0.74
neighborhood8510,0.99,0.42,0.43,0.71,0.91,0.20,0.34,0.03,0.52,0.41,0.42,0.67,0.07,0.94,0.93,0.78
neighborhood8511,0.58,0.54,0.32,0.68,0.82,0.53,0.60,0.25,0.67,0.48,0.98,0.64,0.17,0.08,0.97,0.82
neighborhood8512,0.03,0.45,0.80,0.48,0.49,0.78,0.94,0.96,0.92,0.58,0.46,0.79,0.29,0.31,0.93,0.85
neighborhood8513,0.03,0.74,0.44,0.21,0.08,0.33,0.93,0.14,0.94,0.84,0.52,0.10,0.74,0.76,0.29,0.14
neighborhood8514,0.53,0.79,0.67,0.09,0.26,0.61,0.19,0.73,0.02,0.13,0.94,0.76,0.65,0.33,0.74,0.70
neighborhood8515,0.69,0.86,0.40,0.20,0.34,0.28,0.14,0.38,0.02,0.72,0.82,0.59,0.88,0.89,0.83,0.86
neighborhood8516,0.60,0.27,0.17,0.39,0.85,0.15,0.12,0.33,0.81,0.30,0.14,0.78,0.48,0.61,0.19,0.81
neighborhood8517,0.14,0.43,0.27,0.59,0.43,0.52,0.89,0.33,0.92,0.66,0.78,0.90,0.35,0.68,0.31,0.54
neighborhood8518,0.15,0.76,0.69,0.95,0.96,0.40,0.45,0.31,0.01,0.45,0.48,0.94,0.11,0.94,0.00,0.38
neighborhood8519,0.14,0.40,0.46,0.24,0.42,0.61,0.58,0.84,0.16,0.09,0.89,0.76,0.41,0.30,0.53,0.87
neighborhood8520,0.27,0.38,0.58,0.55,0.65,0.60,0.02,0.13,1.00,0.02,0.12,0.25,0.54,0.27,0.92,0.54
neighborhood8521,0.07,0.93,0.10,1.00,0.21,0.42,0.98,0.61,0.78,0.48,0.63,0.24,0.72,0.53,0.09,0.95
neighborhood8522,0.49,0.34,0.79,0.19,0.91,0.49,0.20,0.92,0.07,0.80,0.83,0.77,0.32,0.66,0.13,0.06
neighborhood8523,0.11,0.63,0.91,0.54,0.26,0.23,0.03,0.36,0.07,0.84,0.48,0.63,0.80,0.34,0.27,0.79
neighborhood8524,0.04,0.92,0.70,0.17,0.52,0.40,0.53,0.79,0.87,0.06,0.03,0.77,0.38,0.57,0.29,0.64
neighborhood8525,0.41,0.32,0.08,0.13,0.95,0.90,0.82,0.63,0.57,0.32,0.65,0.71,0.31,0.85,0.91,0.23
neighborhood8526,0.86,0.98,0.39,0.61,0.14,0.10,0.44,0.09,0.26,0.37,0.52,0.85,0.77,0.87,0.48,0.13
neighborhood8527,0.23,0.73,0.09,0.77,0.70,0.70,0.98,0.15,0.94,0.77,0.91,0.75,0.76,0.86,0.16,0.08
neighborhood8528,0.72,0.69,0.24,0.38,0.70,0.66,0.69,0.16,0.46,0.55,0.03,0.14,0.29,0.37,0.97,0.86
neighborhood8529,0.48,0.24,0.76,0.56,0.45,0.55,0.53,0.99,0.02,0.09,0.08,0.15,0.94,0.92,0.29,0.02
neighborhood8530,0.46,0.01,0.01,0.12,0.97,0.37,0.09,0.89,0.99,0.70,0.57,0.14,0.97,0.93,0.65,0.61
neighborhood8531,0.87,0.19,0.35,0.68,0.94,0.07,0.26,0.70,0.54,0.53,0.66,0.70,0.96,0.01,0.33,0.02
neighborhood8532,0.53,0.63,0.66,0.41,0.14,0.50,0.27,0.77,0.89,0.85,0.25,0.97,0.84,0.71,0.56,0.23
neighborhood8533,0.34,0.71,0.25,0.70,0.77,0.01,0.17,0.10,0.28,0.31,0.72,0.01,0.13,0.25,0.51,0.96
neighborhood8534,0.72,0.08,0.88,0.62,0.63,0.22,0.42,0.22,0.41,0.53,0.51,0.61,0.70,0.03,0.01,0.49
neighborhood8535,0.63,0.72,0.15,0.74,0.85,0.05,0.98,0.47,0.91,0.10,0.37,0.77,0.07,0.45,0.28,0.93
neighborhood8536,0.63,0.53,0.77,0.47,0.99,0.73,0.14,0.85,0.81,0.40,0.29,0.27,0.02,0.69,0.02,0.79
neighborhood8537,0.74,0.90,0.13,0.18,0.25,0.45,0.53,0.55,0.81,0.85,0.59,0.15,0.89,0.36,0.46,0.16
neighborhood8538,0.02,0.46,0.98,0.55,0.61,0.02,0.49,0.98,0.88,0.81,0.68,0.87,0.89,0.06,0.52,0.94
neighborhood8539,0.01,0.39,0.23,0.74,0.39,0.93,0.11,0.27,0.32,0.17,0.28,0.36,0.67,0.66,0.93,0.86
neighborhood8540,0.68,0.74,0.85,0.76,0.15,0.32,0.01,0.10,0.83,0.62,0.83,0.48,0.21,0.34,0.77,0.03
neighborhood8541,0.06,0.55,0.64,0.04,0.53,0.69,0.38,0.58,0.67,0.19,0.70,0.86,0.29,0.87,0.09,0.03
neighborhood8542,0.31,0.66,0.95,0.91,0.90,0.26,0.45,0.80,0.72,0.74,0.55,0.34,0.79,0.35,0.16,0.63
neighborhood8543,0.13,0.09,0.06,0.67,0.03,0.90,0.61,0.06,0.41,0.35,0.23,0.08,0.31,0.89,0.59,0.60
neighborhood8544,0.19,0.13,0.25,0.07,0.64,0.80,0.72,0.72,0.57,0.73,0.59,0.47,0.67,0.56,0.84,0.44
neighborhood8545,0.52,0.89,1.00,0.91,0.10,0.02,0.78,0.13,0.70,0.23,0.71,0.18,0.12,0.83,0.47,0.21
neighborhood8546,0.85,0.16,0.93,0.71,0.28,0.64,0.73,0.94,0.45,0.64,0.17,0.11,0.28,0.45,0.72,0.49
neighborhood8547,0.66,0.12,0.54,0.95,0.79,0.46,0.94,0.89,0.75,0.54,0.69,0.54,0.45,0.67,0.87,0.79
neighborhood8548,0.63,0.19,0.94,0.72,0.81,0.35,0.85,0.72,0.62,0.04,0.92,0.66,0.25,0.96,0.96,0.36
neighborhood8549,0.54,0.35,0.49,0.21,0.15,0.55,0.18,0.81,0.41,0.24,0.96,0.41,0.39,0.87,0.89,0.77
neighborhood8550,1.00,0.78,0.52,0.34,0.14,0.67,0.77,0.47,0.97,0.77,0.10,0.43,0.46,0.42,0.49,0.59
neighborhood8551,0.01,0.14,0.90,0.26,0.32,0.57,0.37,0.95,0.40,0.74,0.74,0.73,0.87,0.15,0.24,0.47
neighborhood8552,0.91,0.11,0.05,0.79,0.01,0.30,0.11,0.75,0.18,0.54,0.68,1.00,0.02,0.82,0.75,0.63
neighborhood8553,0.19,0.18,0.83,0.27,0.30,0.98,0.11,0.90,0.16,0.79,0.33,0.36,0.46,0.97,0.19,0.16
neighborhood8554,0.15,0.17,0.78,0.50,0.84,0.37,0.07,0.13,0.20,0.17,0.14,0.01,0.92,0.51,0.14,0.08
neighborhood8555,0.46,0.01,0.12,0.15,0.18,0.53,0.31,0.07,0.05,0.12,0.33,0.38,0.01,0.66,0.16,0.56
neighborhood8556,0.42,0.21,0.89,0.39,0.98,0.53,0.83,0.81,0.75,0.32,0.04,0.60,0.58,0.18,0.50,0.81
neighborhood8557,0.18,0.45,0.42,0.74,0.41,0.57,0.38,0.59,0.66,0.67,0.65,0.03,0.95,0.86,0.53,0.97
neighborhood8558,0.21,0.07,0.83,0.01,0.71,0.96,0.36,0.62,0.81,0.50,0.82,0.85,0.86,0.97,0.66,0.35
neighborhood8559,0.41,0.35,0.68,0.64,0.22,0.20,0.01,0.52,0.88,0.52,0.26,0.26,0.66,0.20,0.97,0.80
neighborhood8560,0.69,0.83,0.01,0.01,0.91,0.75,0.73,0.23,0.26,0.52,0.20,0.99,0.40,0.65,0.80,0.11
neighborhood8561,0.64,0.06,0.53,0.76,0.65,0.22,0.65,0.22,0.18,0.41,0.32,0.66,0.26,0.67,0.07,0.87
neighborhood8562,0.29,0.02,0.00,0.08,0.09,0.08,0.05,0.01,0.21,0.16,0.45,0.41,0.93,0.52,0.42,0.26
neighborhood8563,0.33,0.93,0.83,0.86,0.49,0.29,0.10,0.19,0.44,0.67,0.27,0.24,0.58,0.23,0.40,0.88
neighborhood8564,0.81,0.20,0.96,0.03,0.64,0.08,0.92,0.39,0.15,0.19,0.45,0.04,0.43,0.59,0.74,0.77
neighborhood8565,0.33,0.39,0.44,0.98,0.22,0.09,0.41,0.16,0.72,0.05,0.83,0.89,0.67,0.18,0.19,0.87
neighborhood8566,0.77,0.92,0.09,0.38,0.86,0.70,0.33,0.86,0.82,0.85,0.82,0.01,0.75,0.66,0.99,0.69
neighborhood8567,0.81,0.74,0.75,0.57,0.76,0.37,0.20,0.86,0.01,0.57,0.36,0.08,0.43,0.07,0.53,0.40
neighborhood8568,0.60,0.11,0.64,0.20,0.21,0.50,0.03,0.16,0.29,0.86,0.43,0.18,0.68,0.58,0.76,0.10
neighborhood8569,0.45,0.94,0.25,0.00,0.40,0.52,0.78,0.39,0.76,0.09,0.89,0.53,0.78,0.41,0.88,0.93
neighborhood8570,0.23,0.15,0.23,0.01,0.99,0.34,0.09,0.80,0.16,0.75,0.59,0.05,0.01,0.88,0.84,0.79
neighborhood8571,0.04,0.70,0.42,0.86,0.48,0.47,0.41,0.24,0.90,0.77,0.95,0.35,0.22,0.95,0.72,0.81
neighborhood8572,0.32,0.79,0.61,0.66,0.06,0.15,0.21,0.58,0.48,0.20,0.60,0.48,0.46,0.16,0.91,0.44
neighborhood8573,0.73,0.24,0.47,0.00,0.19,0.46,0.75,0.89,0.64,0.33,0.83,0.08,0.00,0.19,0.72,0.23
neighborhood8574,0.14,0.26,0.04,0.65,0.69,0.50,0.21,0.79,0.32,0.15,0.55,0.11,0.58,0.55,0.17,0.07
neighborhood8575,0.21,0.63,0.57,0.29,0.97,0.63,0.26,0.28,0.27,0.49,0.47,0.11,0.03,0.60,0.42,0.71
neighborhood8576,0.59,0.65,0.37,0.84,0.87,0.20,0.47,0.19,0.65,0.84,0.09,0.75,0.75,0.98,0.26,0.84
neighborhood8577,1.00,0.23,0.61,0.94,0.48,1.00,0.74,0.09,0.29,0.70,0.26,0.10,0.88,0.33,0.96,0.23
neighborhood8578,0.82,0.59,0.68,0.84,0.50,0.23,0.95,0.40,0.14,0.80,0.83,0.39,0.33,0.05,0.03,0.79
neighborhood8579,0.90,0.81,0.00,0.10,0.91,0.18,0.00,0.12,0.19,0.42,0.39,0.73,0.56,0.16,0.01,0.27
neighborhood8580,0.61,0.27,0.79,0.64,0.29,0.75,0.27,0.85,0.05,0.70,0.42,0.36,0.63,0.49,0.38,0.07
neighborhood8581,0.22,0.75,0.72,0.18,0.96,0.43,0.09,0.75,0.64,0.47,0.59,0.41,0.21,0.93,0.55,0.39
neighborhood8582,0.21,0.33,0.78,0.16,0.24,0.24,0.98,0.39,0.86,0.67,0.75,0.23,0.52,0.36,0.73,0.35
neighborhood8583,0.66,0.02,0.28,0.86,0.02,0.33,0.72,0.83,0.54,0.91,0.88,0.24,0.27,0.34,0.18,0.53
neighborhood8584,0.91,0.47,0.61,0.11,0.46,0.45,0.33,0.05,0.04,0.43,0.46,0.11,0.96,0.47,0.19,1.00
neighborhood8585,0.05,0.49,0.08,0.35,0.49,0.34,0.95,0.41,0.93,0.91,0.67,0.13,0.61,0.90,0.99,0.19
neighborhood8586,0.02,0.46,0.85,0.25,0.78,0.59,0.83,0.27,0.98,0.21,0.11,0.22,0.65,0.86,0.15,0.67
neighborhood8587,0.67,0.52,0.13,0.57,0.68,0.86,0.76,0.71,0.39,0.37,0.17,0.91,0.08,0.77,0.31,0.68
neighborhood8588,0.84,0.20,0.07,0.61,0.14,0.65,0.73,0.52,0.61,0.09,0.59,0.57,0.80,0.45,0.71,0.52
neighborhood8589,0.92,0.72,0.82,0.06,0.67,0.41,0.96,0.18,0.12,0.76,0.03,0.18,0.66,0.02,0.85,0.31
neighborhood8590,0.35,0.66,0.03,0.32,0.70,0.93,0.20,0.68,0.72,0.83,0.06,0.98,0.40,0.52,0.80,0.95
neighborhood8591,0.74,0.23,0.24,0.43,0.69,0.01,0.35,0.91,0.53,0.17,0.06,0.11,0.82,0.88,0.09,0.78
neighborhood8592,0.28,0.02,0.34,0.94,0.14,0.85,0.48,0.75,0.64,0.74,0.91,0.06,0.24,0.15,0.19,0.23
neighborhood8593,0.90,0.31,0.15,0.50,0.61,0.56,0.10,0.95,0.38,0.47,0.56,0.21,0.16,0.06,0.24,0.59
neighborhood8594,0.93,0.35,0.42,0.96,0.68,0.26,0.96,0.38,0.54,0.85,0.36,0.83,0.83,0.98,0.12,0.46
neighborhood8595,0.77,0.53,0.02,0.46,0.05,0.85,0.22,0.32,0.45,0.55,0.67,0.18,0.05,0.63,0.01,0.76
neighborhood8596,0.35,0.01,0.20,0.24,0.42,0.70,0.71,0.25,0.49,0.02,0.57,0.38,0.52,0.07,0.04,0.77
neighborhood8597,0.62,0.04,0.37,0.30,0.46,0.50,0.60,0.28,0.62,0.32,0.23,0.19,0.06,0.96,0.43,0.86
neighborhood8598,0.89,0.23,0.82,0.19,0.53,0.02,0.18,0.89,0.26,0.08,0.60,0.18,0.44,0.55,0.95,0.10
neighborhood8599,0.74,0.94,0.01,0.34,0.26,0.46,0.80,0.54,0.23,0.81,0.41,0.40,0.84,0.85,0.84,0.16
